,Customer ID,Age,MonthlyUsage,Payment Method,Tenure in Months,Churn
1950,6418-HNFED,33,322,Credit Card,15,0
1951,4702-HDRKD,30,391,Bank Withdrawal,20,0
1952,8908-SLFCJ,40,216,Credit Card,30,0
1953,1349-WXNGG,57,566,Bank Withdrawal,37,1
1954,2662-NNTDK,50,102,Credit Card,29,0
1955,3282-ZISZV,56,286,Credit Card,27,0
1956,1241-EZFMJ,48,265,Bank Withdrawal,35,0
1957,8510-BBWMU,40,377,Credit Card,33,0
1958,9742-XOKTS,60,68,Bank Withdrawal,25,0
1959,6608-QQLVK,35,473,Bank Withdrawal,27,1
1960,7074-STDCN,25,341,Bank Withdrawal,17,0
1961,9342-VNIMQ,62,140,Bank Withdrawal,21,0
1962,2908-WGAXL,40,104,Credit Card,31,0
1963,4690-PKDQG,66,207,Bank Withdrawal,26,0
1964,2791-SFVEW,63,93,Bank Withdrawal,18,0
1965,6614-YOLAC,31,397,Credit Card,27,0
1966,4329-YPDDQ,40,155,Bank Withdrawal,31,0
1967,7876-AEHIG,48,259,Bank Withdrawal,22,0
1968,4671-VJLCL,36,369,Credit Card,33,0
1969,9136-ALYBR,44,453,Mailed Check,33,1
1970,4077-HWUYD,59,380,Bank Withdrawal,28,0
1971,9371-BITHB,27,140,Mailed Check,29,0
1972,6867-ACCZI,34,141,Credit Card,34,0
1973,6365-MTGZX,44,423,Bank Withdrawal,30,1
1974,4785-FCIFB,20,263,Mailed Check,30,0
1975,7969-FFOWG,30,392,Credit Card,23,0
1976,9701-CDXHR,63,224,Credit Card,32,0
1977,9122-UMROB,29,220,Credit Card,26,0
1978,2233-FAGXV,41,272,Credit Card,27,0
1979,2165-VOEGB,23,541,Bank Withdrawal,34,1
1980,1656-DRSMG,40,286,Credit Card,22,0
1981,1230-QAJDW,32,320,Credit Card,31,0
1982,8042-JVNFH,23,573,Credit Card,32,1
1983,9391-TTOYH,33,152,Credit Card,32,0
1984,2453-SAFNS,68,291,Credit Card,19,0
1985,5519-NPHVG,53,298,Bank Withdrawal,36,1
1986,2907-ILJBN,21,147,Credit Card,25,0
1987,4735-BJKOU,33,273,Mailed Check,16,0
1988,0743-HRVFF,42,136,Bank Withdrawal,29,0
1989,4657-FWVFY,51,68,Credit Card,24,0
1990,1919-RTPQD,42,310,Bank Withdrawal,35,0
1991,3943-KDREE,48,472,Bank Withdrawal,22,1
1992,2978-XXSOG,33,123,Credit Card,20,0
1993,4480-MBMLB,52,137,Bank Withdrawal,31,0
1994,4763-PGDPO,19,507,Bank Withdrawal,34,1
1995,4138-NAXED,54,243,Bank Withdrawal,18,0
1996,1355-KUSBG,56,308,Bank Withdrawal,25,0
1997,1763-KUAAW,77,135,Bank Withdrawal,23,0
1998,1977-STDKI,72,481,Bank Withdrawal,22,1
1999,3683-QKIUE,51,300,Bank Withdrawal,22,1
2000,4039-PIMHX,74,252,Credit Card,23,0
2001,6994-KERXL,51,161,Bank Withdrawal,17,0
2002,7384-GHBPI,61,296,Bank Withdrawal,38,1
2003,0481-SUMCB,74,242,Bank Withdrawal,32,0
2004,7952-OBOYL,24,310,Credit Card,29,0
2005,1163-VIPRI,22,173,Bank Withdrawal,28,0
2006,7407-SUJIZ,33,156,Credit Card,33,0
2007,6693-DJWTY,46,60,Credit Card,18,0
2008,5924-SNGKP,39,197,Credit Card,21,0
2009,5016-IBERQ,28,142,Bank Withdrawal,20,0
2010,0666-UXTJO,80,102,Credit Card,19,0
2011,2446-ZKVAF,19,312,Credit Card,30,0
2012,5899-MQZZL,25,553,Mailed Check,35,1
2013,1796-JANOW,33,350,Credit Card,22,0
2014,0082-LDZUE,54,184,Credit Card,33,0
2015,0734-OXWBT,44,199,Credit Card,28,0
2016,5301-GAUUY,31,309,Bank Withdrawal,28,1
2017,3097-PYWXL,30,285,Bank Withdrawal,23,0
2018,5846-QFDFI,21,197,Credit Card,19,0
2019,4548-SDBKE,26,565,Bank Withdrawal,33,1
2020,8544-GOQSH,51,281,Credit Card,21,0
2021,4661-NJEUX,42,304,Credit Card,29,0
2022,9360-OMDZZ,60,150,Bank Withdrawal,25,0
2023,3719-TDVQB,68,224,Mailed Check,33,0
2024,5171-EPLKN,27,177,Credit Card,35,0
2025,0661-KQHNK,38,118,Credit Card,31,0
2026,1254-IZEYF,74,592,Bank Withdrawal,38,1
2027,6848-YLDFR,54,150,Credit Card,15,0
2028,0322-CHQRU,63,451,Bank Withdrawal,26,1
2029,6579-JPICP,31,117,Mailed Check,28,0
2030,4468-YDOVK,57,168,Bank Withdrawal,21,0
2031,7625-XCQRH,48,514,Bank Withdrawal,39,1
2032,9470-YFUYI,69,118,Bank Withdrawal,25,0
2033,4808-YNLEU,51,158,Bank Withdrawal,20,0
2034,3694-DELSO,56,79,Credit Card,26,0
2035,1024-VRZHF,39,466,Bank Withdrawal,25,1
2036,4232-JGKIY,22,117,Bank Withdrawal,22,0
2037,6877-TJMBR,21,598,Bank Withdrawal,20,1
2038,1183-CANVH,55,57,Bank Withdrawal,29,0
2039,1784-EZDKJ,31,150,Bank Withdrawal,16,0
2040,8309-PPCED,33,182,Bank Withdrawal,24,0
2041,1051-EQPZR,21,187,Credit Card,30,0
2042,0810-DHDBD,31,213,Credit Card,18,0
2043,3655-SNQYZ,48,89,Credit Card,27,0
2044,4332-MUOEZ,78,226,Credit Card,15,0
2045,5389-FFVKB,71,278,Credit Card,21,1
2046,7133-VBDCG,54,591,Bank Withdrawal,20,1
2047,7841-TZDMQ,19,588,Credit Card,30,1
2048,5960-WPXQM,24,314,Bank Withdrawal,25,1
2049,1227-UDMZR,53,357,Bank Withdrawal,30,0
2050,3970-XGJDU,45,189,Credit Card,19,0
2051,4231-LZUYM,37,56,Bank Withdrawal,28,0
2052,5886-VLQVU,30,278,Bank Withdrawal,31,0
2053,3733-LSYCE,22,65,Bank Withdrawal,20,0
2054,7767-UXAGJ,37,450,Bank Withdrawal,33,1
2055,6917-IAYHD,44,296,Credit Card,23,0
2056,3280-MRDOF,69,78,Credit Card,17,0
2057,6457-USBER,34,486,Bank Withdrawal,25,1
2058,9357-UJRUN,50,149,Bank Withdrawal,31,0
2059,9572-MTILT,47,426,Bank Withdrawal,27,1
2060,7450-NWRTR,76,577,Bank Withdrawal,31,1
2061,4283-IVYCI,40,198,Credit Card,34,0
2062,2867-UIMSS,24,403,Bank Withdrawal,39,1
2063,7803-XOCCZ,54,78,Bank Withdrawal,31,0
2064,7615-ESMYF,23,468,Bank Withdrawal,30,1
2065,6614-VBEGU,23,275,Bank Withdrawal,26,0
2066,4718-WXBGI,21,136,Credit Card,15,0
2067,3108-PCCGG,75,355,Credit Card,28,0
2068,9057-SIHCH,48,285,Bank Withdrawal,33,1
2069,3752-CQSJI,59,307,Credit Card,20,0
2070,0354-VXMJC,60,212,Credit Card,28,0
2071,9800-ONTFE,59,332,Bank Withdrawal,20,0
2072,3665-JATSN,19,111,Bank Withdrawal,28,0
2073,2067-QYTCF,41,364,Bank Withdrawal,35,0
2074,8563-IIOXK,24,312,Bank Withdrawal,32,1
2075,3212-KXOCR,62,174,Bank Withdrawal,34,0
2076,0637-YLETY,39,337,Credit Card,38,1
2077,3957-LXOLK,75,477,Bank Withdrawal,28,1
2078,1116-DXXDF,38,354,Bank Withdrawal,34,0
2079,5795-BKOYE,47,221,Bank Withdrawal,32,0
2080,1536-HBSWP,33,290,Bank Withdrawal,33,0
2081,5360-LJCNJ,37,260,Bank Withdrawal,28,0
2082,9541-ZPSEA,25,70,Credit Card,15,0
2083,7209-JCUDS,25,490,Bank Withdrawal,39,1
2084,2150-WLKUW,27,169,Bank Withdrawal,18,0
2085,2753-JMMCV,41,110,Credit Card,23,0
2086,7674-YTAFD,64,175,Bank Withdrawal,24,0
2087,9824-BEMCV,58,399,Bank Withdrawal,25,1
2088,2364-UFROM,47,79,Bank Withdrawal,26,0
2089,5345-BMKWB,29,186,Credit Card,25,0
2090,3192-NQECA,26,460,Bank Withdrawal,23,1
2091,2081-KJSQF,25,78,Credit Card,19,0
2092,2439-LYPMQ,79,110,Bank Withdrawal,22,0
2093,6250-CGGUN,41,310,Bank Withdrawal,25,0
2094,9084-OAYKL,29,94,Credit Card,16,0
2095,6124-ACRHJ,59,327,Credit Card,16,0
2096,5915-ANOEI,40,356,Credit Card,33,0
2097,3726-TBHQT,25,279,Bank Withdrawal,35,0
2098,6942-LBFDP,30,363,Mailed Check,23,0
2099,8812-ZRHFP,53,289,Bank Withdrawal,35,0
2100,3138-BKYAV,61,405,Bank Withdrawal,20,1
2101,6762-NSODU,46,129,Credit Card,20,0
2102,4211-MMAZN,41,488,Mailed Check,24,1
2103,0308-IVGOK,23,236,Credit Card,35,0
2104,1304-BCCFO,24,206,Mailed Check,30,0
2105,0788-DXBFY,54,241,Bank Withdrawal,34,0
2106,7248-VZQLC,78,260,Bank Withdrawal,36,1
2107,7623-TRNQN,34,489,Mailed Check,29,1
2108,8563-OYMQY,49,223,Credit Card,23,0
2109,3400-ESFUW,28,335,Bank Withdrawal,28,1
2110,0748-RDGGM,38,396,Bank Withdrawal,35,1
2111,6416-JNVRK,50,100,Credit Card,32,0
2112,8727-XDPUD,51,261,Credit Card,16,0
2113,6821-BUXUX,28,443,Bank Withdrawal,20,1
2114,8280-MQRQN,39,557,Mailed Check,37,1
2115,7267-FRMJW,25,380,Credit Card,15,0
2116,6894-LFHLY,79,281,Bank Withdrawal,20,1
2117,1106-HRLKZ,21,331,Credit Card,24,0
2118,8290-YWKHZ,69,264,Bank Withdrawal,30,1
2119,3930-ZGWVE,45,295,Credit Card,32,0
2120,7089-XXAYG,37,271,Credit Card,18,0
2121,4640-UHDOS,60,398,Bank Withdrawal,21,1
2122,1346-UFHAX,59,66,Credit Card,24,0
2123,6437-UDQJM,72,149,Credit Card,21,0
2124,2115-BFTIW,52,392,Credit Card,29,1
2125,1494-EJZDW,51,355,Credit Card,20,0
2126,1766-GKNMI,56,366,Bank Withdrawal,22,0
2127,8755-IWJHN,73,276,Bank Withdrawal,18,0
2128,8961-QDZZJ,35,391,Bank Withdrawal,24,0
2129,2636-OHFMN,26,381,Bank Withdrawal,40,1
2130,3955-JBZZM,45,79,Bank Withdrawal,24,0
2131,9158-VCTQB,41,312,Bank Withdrawal,32,1
2132,6719-OXYBR,41,313,Bank Withdrawal,24,0
2133,1837-YQUCE,54,237,Bank Withdrawal,22,0
2134,1328-EUZHC,59,84,Credit Card,33,0
2135,3398-FSHON,79,324,Bank Withdrawal,27,1
2136,3714-JTVOV,76,411,Credit Card,22,1
2137,9927-DSWDF,53,179,Bank Withdrawal,21,0
2138,2754-XBHTB,40,584,Bank Withdrawal,38,1
2139,5248-YGIJN,36,245,Credit Card,20,0
2140,3298-QEICA,27,356,Credit Card,31,0
2141,0234-TEVTT,43,74,Credit Card,30,0
2142,6581-NQCBA,36,533,Bank Withdrawal,27,1
2143,3717-FDJFU,19,208,Credit Card,30,0
2144,9050-QLROH,26,463,Credit Card,30,1
2145,7153-OANIO,48,508,Bank Withdrawal,21,1
2146,1960-UYCNN,35,263,Bank Withdrawal,34,0
2147,4694-PHWFW,26,78,Mailed Check,16,0
2148,6651-AZVTJ,27,534,Bank Withdrawal,35,1
2149,4846-WHAFZ,80,382,Bank Withdrawal,33,1
2150,1498-DQNRX,46,245,Mailed Check,35,0
2151,3926-YZVVX,62,385,Bank Withdrawal,20,0
2152,4324-AHJKS,42,187,Credit Card,17,0
2153,1447-GIQMR,54,282,Bank Withdrawal,21,1
2154,9873-MNDKV,59,243,Credit Card,31,0
2155,2316-ESMLS,54,216,Credit Card,19,0
2156,2580-ASVVY,23,233,Bank Withdrawal,19,0
2157,5760-WRAHC,78,161,Mailed Check,17,0
2158,4065-JJAVA,56,319,Bank Withdrawal,18,0
2159,1156-ZFYDO,57,339,Bank Withdrawal,18,0
2160,3034-ZBEQN,31,258,Mailed Check,22,1
2161,3050-RLLXC,51,330,Credit Card,23,0
2162,7240-FQLHE,68,470,Bank Withdrawal,25,1
2163,7831-QGOXH,27,448,Bank Withdrawal,34,1
2164,2538-OIMXF,29,210,Credit Card,21,0
2165,4957-SREEC,38,87,Credit Card,35,0
2166,1047-RNXZV,57,107,Credit Card,35,0
2167,6180-YBIQI,35,385,Credit Card,29,0
2168,5294-CDGWY,51,363,Bank Withdrawal,32,1
2169,5057-LCOUI,35,383,Bank Withdrawal,26,1
2170,7976-CICYS,49,281,Credit Card,19,0
2171,8267-KFGYD,53,282,Mailed Check,28,0
2172,7721-DVEKZ,42,110,Credit Card,19,0
2173,7426-RHZGU,41,107,Bank Withdrawal,26,0
2174,2330-PQGDQ,36,305,Bank Withdrawal,18,0
2175,0052-YNYOT,28,200,Bank Withdrawal,20,0
2176,1965-DDBWU,37,558,Credit Card,21,1
2177,7463-IFMQU,44,69,Bank Withdrawal,34,0
2178,8097-VBQTZ,61,105,Credit Card,33,0
2179,3992-YWPKO,55,308,Credit Card,29,1
2180,9574-BOSMD,50,159,Bank Withdrawal,26,0
2181,8292-ITGYJ,48,153,Bank Withdrawal,33,0
2182,0412-UCCNP,20,301,Bank Withdrawal,24,0
2183,4641-FROLU,49,389,Credit Card,27,0
2184,1088-CNNKB,34,249,Credit Card,23,0
2185,5383-MMTWC,75,269,Bank Withdrawal,39,1
2186,8086-OVPWV,58,539,Bank Withdrawal,23,1
2187,1098-TDVUQ,34,114,Bank Withdrawal,17,0
2188,5027-QPKTE,39,482,Bank Withdrawal,20,1
2189,4546-FOKWR,35,375,Credit Card,26,0
2190,9750-BOOHV,60,303,Credit Card,31,0
2191,7927-AUXBZ,45,490,Bank Withdrawal,40,1
2192,5811-IWXYM,20,188,Bank Withdrawal,26,0
2193,8605-ITULD,21,177,Credit Card,20,0
2194,9432-RUVSL,43,236,Credit Card,18,0
2195,5451-MHQOF,64,359,Mailed Check,25,0
2196,0420-HLGXF,72,387,Bank Withdrawal,32,0
2197,3580-GICBM,56,214,Credit Card,32,0
2198,8034-RYTVV,19,238,Credit Card,30,0
2199,0230-UBYPQ,76,198,Bank Withdrawal,16,0
2200,9540-JYROE,30,307,Credit Card,30,1
2201,6776-TLWOI,29,527,Mailed Check,26,1
2202,3130-ICDUP,56,110,Credit Card,30,0
2203,0970-ETWGE,38,455,Bank Withdrawal,23,1
2204,8017-UVSZU,62,310,Credit Card,32,0
2205,4188-FRABG,36,92,Bank Withdrawal,30,0
2206,2929-ERCFZ,22,439,Bank Withdrawal,28,1
2207,5108-ADXWO,30,309,Bank Withdrawal,33,1
2208,8035-BUYVG,39,376,Bank Withdrawal,37,1
2209,0784-GTUUK,26,310,Credit Card,22,0
2210,6518-LGAOV,60,261,Bank Withdrawal,35,1
2211,8663-UPDGF,54,320,Bank Withdrawal,32,0
2212,4847-TAJYI,77,212,Bank Withdrawal,18,0
2213,8714-EUHJO,39,283,Bank Withdrawal,27,1
2214,4710-FDUIZ,50,519,Credit Card,27,1
2215,0617-FHSGK,62,334,Credit Card,23,1
2216,4826-TZEVA,50,215,Credit Card,19,0
2217,6656-JWRQX,60,324,Credit Card,34,0
2218,8178-EYZUO,48,421,Bank Withdrawal,33,1
2219,0825-CPPQH,26,177,Credit Card,28,0
2220,8606-OEGQZ,45,76,Credit Card,23,0
2221,2013-SGDXK,27,413,Bank Withdrawal,32,1
2222,6439-GTPCA,29,439,Bank Withdrawal,24,1
2223,5298-GSTLM,74,256,Bank Withdrawal,20,0
2224,2828-SLQPF,53,270,Bank Withdrawal,20,0
2225,7404-JLKQG,21,393,Bank Withdrawal,35,0
2226,3870-SPZSI,56,282,Credit Card,32,0
2227,7470-DYNOE,37,354,Bank Withdrawal,28,0
2228,6754-LZUKA,29,363,Bank Withdrawal,27,0
2229,7396-VJUZB,33,68,Credit Card,34,0
2230,1657-DYMBM,35,288,Credit Card,28,0
2231,2800-VEQXM,48,371,Mailed Check,17,0
2232,1555-DJEQW,21,426,Bank Withdrawal,34,1
2233,8051-HJRLT,72,438,Bank Withdrawal,34,1
2234,3244-DCJWY,27,415,Bank Withdrawal,20,1
2235,0623-GDISB,63,239,Bank Withdrawal,33,0
2236,5201-FRKKS,53,290,Bank Withdrawal,17,0
2237,7730-IUTDZ,63,346,Bank Withdrawal,34,1
2238,1814-DKOLC,63,139,Credit Card,20,0
2239,1792-UXAFY,80,521,Bank Withdrawal,38,1
2240,5063-IUOKK,56,96,Credit Card,22,0
2241,0567-GGCAC,38,331,Bank Withdrawal,32,0
2242,3372-CDXFJ,31,338,Bank Withdrawal,34,0
2243,6538-POCHL,59,382,Credit Card,21,0
2244,7964-YESJC,21,248,Credit Card,25,0
2245,7410-OIEDU,29,106,Credit Card,22,0
2246,9314-IJWSQ,46,384,Bank Withdrawal,34,0
2247,0848-SOMKO,23,176,Bank Withdrawal,34,0
2248,9495-SKLKD,54,232,Bank Withdrawal,31,0
2249,9555-SAHUZ,30,215,Bank Withdrawal,23,0
2250,8857-CUPFQ,57,177,Credit Card,22,0
2251,2410-CIYFZ,42,338,Mailed Check,17,0
2252,5472-CVMDX,21,76,Credit Card,27,0
2253,2977-CEBSX,61,186,Credit Card,31,0
2254,6013-BHCAW,27,323,Bank Withdrawal,16,0
2255,8739-XNIKG,29,202,Bank Withdrawal,21,0
2256,4647-MUZON,56,279,Credit Card,30,0
2257,6288-CHQJB,21,297,Bank Withdrawal,32,0
2258,4307-KTUMW,27,521,Bank Withdrawal,21,1
2259,4572-DVCGN,40,544,Bank Withdrawal,23,1
2260,0533-BNWKF,66,579,Bank Withdrawal,40,1
2261,0702-PGIBZ,28,336,Bank Withdrawal,37,1
2262,6645-MXQJT,40,182,Bank Withdrawal,26,0
2263,1544-JJMYL,19,345,Credit Card,16,0
2264,0308-GIQJT,80,381,Bank Withdrawal,27,0
2265,1535-VTJOQ,19,353,Credit Card,25,0
2266,5539-HIVAK,79,386,Mailed Check,29,0
2267,7707-PYBBH,49,362,Credit Card,27,0
2268,7876-BEUTG,34,326,Credit Card,35,0
2269,5781-BKHOP,48,371,Bank Withdrawal,26,0
2270,5067-XJQFU,77,350,Bank Withdrawal,35,0
2271,4146-SVFUD,45,243,Mailed Check,30,0
2272,7349-ALMUX,35,270,Bank Withdrawal,18,0
2273,1196-AMORA,63,326,Bank Withdrawal,36,1
2274,3451-VAWLI,62,370,Credit Card,15,0
2275,3533-UVMOM,56,82,Bank Withdrawal,16,0
2276,4660-IRIBM,32,355,Mailed Check,29,0
2277,1574-DYCWE,60,95,Credit Card,21,0
2278,4587-NUKOX,60,373,Bank Withdrawal,26,1
2279,2240-HSJQD,44,263,Credit Card,32,0
2280,4983-CCWMC,43,400,Credit Card,25,0
2281,9309-BZGNT,69,277,Credit Card,23,0
2282,3733-ZEECP,29,54,Bank Withdrawal,19,0
2283,2621-UDNLU,35,104,Credit Card,17,0
2284,0617-AQNWT,61,332,Bank Withdrawal,25,1
2285,4737-HOBAX,51,129,Credit Card,19,0
2286,3279-DYZQM,21,52,Mailed Check,21,0
2287,1767-TGTKO,30,131,Bank Withdrawal,18,0
2288,5813-UECBU,78,599,Credit Card,29,1
2289,0549-CYCQN,69,61,Bank Withdrawal,24,0
2290,9036-CSKBW,62,114,Bank Withdrawal,32,0
2291,3774-VBNXY,23,168,Credit Card,15,0
2292,0224-NIJLP,30,386,Credit Card,23,0
2293,5373-SFODM,65,493,Credit Card,30,1
2294,3320-VEOYC,65,320,Bank Withdrawal,26,0
2295,9518-XXBXE,80,220,Bank Withdrawal,19,0
2296,0924-BJCRC,70,139,Bank Withdrawal,23,0
2297,4742-TXUEX,24,276,Bank Withdrawal,19,0
2298,1038-RQOST,43,324,Credit Card,33,0
2299,5743-KHMNA,43,278,Bank Withdrawal,15,0
2300,9117-SHLZX,36,483,Mailed Check,20,1
2301,7279-NMVJC,38,83,Bank Withdrawal,23,0
2302,0201-MIBOL,68,282,Bank Withdrawal,31,0
2303,8441-SHIPE,53,290,Bank Withdrawal,31,0
2304,2257-BOVXD,48,227,Credit Card,25,0
2305,5061-PBXFW,49,385,Bank Withdrawal,22,0
2306,7055-HNEOJ,34,363,Mailed Check,34,0
2307,2277-DJJDL,69,126,Bank Withdrawal,21,0
2308,6233-HXJMX,42,116,Credit Card,28,0
2309,9378-FXTIZ,50,374,Credit Card,32,1
2310,2968-SSGAA,41,417,Bank Withdrawal,27,1
2311,7109-MFBYV,28,312,Bank Withdrawal,20,0
2312,5028-HTLJB,69,364,Credit Card,27,1
2313,7916-VCCPB,58,353,Bank Withdrawal,20,0
2314,9779-DPNEJ,59,158,Bank Withdrawal,35,0
2315,2592-HODOV,44,285,Credit Card,30,0
2316,8207-DMRVL,47,119,Bank Withdrawal,17,0
2317,1930-WNXSB,38,309,Bank Withdrawal,22,0
2318,2378-YIZKA,61,178,Credit Card,19,0
2319,1555-HAPSU,25,91,Credit Card,31,0
2320,1582-RAFML,26,413,Mailed Check,21,1
2321,1777-JYQPJ,19,335,Mailed Check,27,0
2322,2171-UDMFD,22,218,Credit Card,20,0
2323,4450-DLLMH,53,349,Credit Card,17,0
2324,2955-BJZHG,41,283,Bank Withdrawal,40,1
2325,0822-GAVAP,19,448,Bank Withdrawal,27,1
2326,7636-OWBPG,79,239,Credit Card,20,0
2327,3519-ZKXGG,61,580,Bank Withdrawal,36,1
2328,6727-IOTLZ,48,326,Credit Card,20,0
2329,8562-GHPPI,50,357,Credit Card,15,0
2330,0953-LGOVU,19,360,Mailed Check,34,0
2331,8058-INTPH,57,398,Bank Withdrawal,24,1
2332,0529-ONKER,70,260,Bank Withdrawal,32,1
2333,6050-FFXES,51,376,Bank Withdrawal,24,0
2334,6741-EGCBI,69,89,Credit Card,24,0
2335,8800-ZKRFW,62,206,Bank Withdrawal,30,0
2336,2176-OSJUV,29,150,Bank Withdrawal,17,0
2337,6164-HXUGH,40,325,Credit Card,33,0
2338,6705-LXORM,79,274,Bank Withdrawal,33,0
2339,5859-HZYLF,45,277,Credit Card,28,0
2340,3766-EJLFL,55,273,Bank Withdrawal,33,0
2341,3858-XHYJO,24,202,Bank Withdrawal,24,0
2342,7008-LZVOZ,59,57,Credit Card,25,0
2343,7521-YXVZY,38,92,Mailed Check,27,0
2344,9681-OXGVC,54,358,Bank Withdrawal,26,1
2345,4282-ACRXS,69,203,Bank Withdrawal,18,0
2346,2851-STERV,79,318,Bank Withdrawal,34,0
2347,4489-SNOJF,28,582,Bank Withdrawal,31,1
2348,4203-QGNZA,27,286,Credit Card,26,0
2349,8150-QUDFX,27,196,Credit Card,30,0
2350,0419-YAAPX,44,389,Credit Card,26,0
2351,8388-DMKAE,41,104,Mailed Check,26,0
2352,2824-MYYBN,43,247,Bank Withdrawal,31,0
2353,5565-FILXA,76,577,Bank Withdrawal,27,1
2354,0093-XWZFY,51,424,Credit Card,37,1
2355,4369-HTUIF,73,580,Bank Withdrawal,40,1
2356,8806-EAGWC,25,283,Credit Card,39,1
2357,6651-RLGGM,54,166,Credit Card,28,0
2358,5117-IFGPS,73,294,Bank Withdrawal,19,0
2359,0017-IUDMW,25,83,Credit Card,15,0
2360,3977-QCRSL,30,154,Credit Card,27,0
2361,5583-SXDAG,41,588,Bank Withdrawal,40,1
2362,3096-YXENJ,25,161,Bank Withdrawal,23,0
2363,5066-GFJMM,55,132,Credit Card,27,0
2364,8096-LOIST,57,208,Bank Withdrawal,35,0
2365,2372-HWUHI,45,396,Bank Withdrawal,39,1
2366,5049-GLYVG,56,554,Credit Card,34,1
2367,8807-OPMBM,36,124,Credit Card,18,0
2368,1073-XXCZD,54,242,Bank Withdrawal,27,0
2369,9039-RBEEE,27,272,Credit Card,38,1
2370,6134-KWTBV,43,332,Bank Withdrawal,25,0
2371,0670-KDOMA,42,226,Credit Card,26,0
2372,3439-GVUSX,45,84,Credit Card,29,0
2373,9944-AEXBM,51,253,Bank Withdrawal,33,0
2374,6506-EYCNH,27,120,Bank Withdrawal,33,0
2375,1852-XEMDW,20,144,Credit Card,34,0
2376,5671-RQRLP,72,76,Credit Card,19,0
2377,2845-KDHVX,57,67,Credit Card,18,0
2378,4290-BSXUX,33,289,Bank Withdrawal,37,1
2379,5499-ECUTN,49,286,Credit Card,34,0
2380,5816-JMLGY,28,94,Bank Withdrawal,25,0
2381,4652-ODEVH,43,173,Mailed Check,19,0
2382,5590-YRFJT,44,327,Bank Withdrawal,26,1
2383,1346-PJWTK,63,145,Credit Card,25,0
2384,4361-FEBGN,41,61,Credit Card,27,0
2385,7951-VRDVK,26,102,Bank Withdrawal,25,0
2386,1670-SVOWZ,57,555,Credit Card,24,1
2387,8212-DJRCH,33,317,Credit Card,33,0
2388,2160-GPFXD,25,68,Credit Card,30,0
2389,5480-HPRRX,80,493,Bank Withdrawal,22,1
2390,1832-PEUTS,23,181,Credit Card,25,0
2391,8161-QYMTT,55,144,Bank Withdrawal,31,0
2392,6961-VCPMC,71,511,Bank Withdrawal,22,1
2393,3550-SAHFP,51,425,Bank Withdrawal,40,1
2394,2911-UREFD,50,506,Bank Withdrawal,20,1
2395,3096-JRDSO,73,541,Bank Withdrawal,31,1
2396,6103-BOCOU,37,62,Bank Withdrawal,32,0
2397,8263-OKETD,44,377,Credit Card,25,0
2398,8182-BJDSI,56,494,Bank Withdrawal,29,1
2399,9512-PHSMG,27,163,Credit Card,28,0
2400,9351-LZYGF,56,363,Credit Card,27,0
2401,0237-YFUTL,62,105,Bank Withdrawal,29,0
2402,8414-MYSHR,79,591,Bank Withdrawal,37,1
2403,1813-JLKWR,47,106,Bank Withdrawal,35,0
2404,9474-PHLYD,25,600,Bank Withdrawal,23,1
2405,6652-YFFJO,42,177,Bank Withdrawal,25,0
2406,5762-TJXGK,40,379,Bank Withdrawal,26,0
2407,6725-TPKJO,28,383,Credit Card,30,0
2408,2651-ZCBXV,49,124,Credit Card,16,0
2409,3737-GCSPV,60,261,Credit Card,40,1
2410,5498-IBWPI,34,226,Credit Card,18,0
2411,7814-LEEVE,60,60,Bank Withdrawal,28,0
2412,2710-WYVXG,36,370,Credit Card,21,0
2413,3865-ZYKAD,77,119,Credit Card,30,0
2414,8760-ZRHKE,80,66,Bank Withdrawal,35,0
2415,4130-MZLCC,24,343,Bank Withdrawal,30,0
2416,7245-NIIWQ,53,259,Bank Withdrawal,30,0
2417,6358-LYNGM,26,470,Bank Withdrawal,20,1
2418,3946-JEWRQ,21,342,Credit Card,26,0
2419,5995-WWKKG,62,373,Bank Withdrawal,15,0
2420,0533-UCAAU,72,84,Credit Card,35,0
2421,3039-MJSLN,36,378,Bank Withdrawal,27,0
2422,3211-AAPKX,26,396,Mailed Check,22,0
2423,3761-FLYZI,69,191,Bank Withdrawal,24,0
2424,8774-GSBUN,40,134,Credit Card,26,0
2425,3458-IDMFK,29,121,Credit Card,31,0
2426,1618-CFHME,30,470,Bank Withdrawal,37,1
2427,1696-MZVAU,27,332,Credit Card,31,0
2428,8132-YPVBX,28,390,Credit Card,25,0
2429,5168-MSWXT,26,293,Bank Withdrawal,35,0
2430,6711-FLDFB,62,290,Bank Withdrawal,23,1
2431,8374-XGEJJ,68,512,Bank Withdrawal,39,1
2432,9839-ETQOE,41,339,Bank Withdrawal,21,0
2433,8017-LXHFA,77,431,Bank Withdrawal,26,1
2434,7729-JTEEC,33,368,Bank Withdrawal,17,0
2435,3295-YVUSR,73,397,Mailed Check,27,0
2436,3776-EKTKM,79,490,Bank Withdrawal,22,1
2437,1113-IUJYX,59,600,Credit Card,23,1
2438,0895-LMRSF,34,138,Bank Withdrawal,34,0
2439,6609-MXJHJ,39,321,Credit Card,34,0
2440,7881-INRLC,34,287,Credit Card,25,1
2441,1442-OKRJE,40,146,Bank Withdrawal,20,0
2442,6848-HJTXY,41,361,Credit Card,23,0
2443,4277-UDIEF,51,72,Bank Withdrawal,26,0
2444,4818-DRBQT,29,400,Bank Withdrawal,34,1
